id,name,host_id,location_id,number_of_reviews,occupancy,price,room_type,host_listings_count
38812,"Charming Chelsea 1BR w/ Office nook, near Union Sq by Blueground",107434423,38811,0,26,316,Entire home/apt,232
38813,Opulent FiDi Studio w/ Great Rooftop + Gym by Blueground,107434423,38812,1,223,189,Entire home/apt,232
38814,Bright 1BR w/ Gym near Chelsea Mkt + Meatpacking by Blueground,107434423,38813,0,80,298,Entire home/apt,232
38815,"Ideal Chelsea 1BR w/ Office nook, Balcony, Doorman by Blueground",107434423,38814,0,154,362,Entire home/apt,232
38816,Explore NYC from its best nabe! 1 blck from subway,136900522,38815,1,365,150,Entire home/apt,1
38817,Naturally Lit/ Cozy & Cute Studio in Flatbush,61105987,38816,7,360,90,Entire home/apt,1
38818,Gorgeous NYC apt.  near everything! (Women only),27698539,38817,13,341,90,Private room,1
38819,1 bed 2 guest luxury Apt in Brooklyn,226406882,38818,0,1,75,Private room,3
38820,Private Bed in Brooklyn Him-1R-6,216235179,38819,0,42,47,Private room,17
38821,"Private Bedroom in Prime Bushwick, GREAT Location!",216235179,38820,2,18,47,Private room,17
38822,Bright South Slope Studio,34866807,38821,29,244,250,Entire home/apt,1
38823,Cozy loft bed,228250502,38822,9,303,69,Shared room,1
38824,Not available,228253636,38823,0,1,90,Private room,1
38825,A large Sunny Bedroom in Astoria,132801944,38824,4,365,120,Private room,2
38826,Fifth Ave/Central Park Studio Apt,228257645,38825,3,280,200,Entire home/apt,1
38827,Cozy 1 bedroom in the heart of Hell's Kitchen!,14501006,38826,0,365,430,Entire home/apt,1
38828,Perfect Location in Manhattan,211549023,38827,11,107,240,Entire home/apt,13
38829,Next to train-Spacious-Sleeps 2-Flex Chk In Times,228263278,38828,2,185,160,Private room,4
38830,Cozy Studio in Upper East Side,110278081,38829,16,361,70,Entire home/apt,1
38831,"East Village Gem for 7, 1 block to train",224368116,38830,22,337,313,Entire home/apt,1
38832,Spacious 3 bedroom 2 bathroom Upper West Side home,228268284,38831,1,365,750,Entire home/apt,1
38833,Cozy Two Bedroom Apartment in Greenpoint,129312581,38832,0,365,167,Entire home/apt,1
38834,Charming room Newly Renovated Apt30 mins from city,228268188,38833,7,14,65,Private room,1
38835,"Greenwich Village/ Noho Duplex Flat! Bright, Luxe",224480214,38834,39,96,308,Entire home/apt,1
38836,Cozy Exposed Brick Apartment in Brooklyn !,48138946,38835,11,284,100,Entire home/apt,1
38837,Amazing Room Close to Metro,226338109,38836,13,54,60,Private room,4
38838,Amazingly located private room with huge space!,137358866,38837,0,146,42,Private room,103
38839,Amazing place Harlem (10 min walk Central Park),36747057,38838,4,365,90,Private room,1
38840,Cozy 2 Bed/1 Bath in the heart of Red Hook,62869020,38839,2,365,120,Entire home/apt,1
38841,Lovely room in convenient location. J/M & L trains,58344344,38840,33,346,51,Private room,1
38842,Large private room in 2nd floor apartment.,171673961,38841,2,365,25,Private room,1
38843,Cozy spacious studio close to Times Square,5439134,38842,1,360,150,Entire home/apt,1
38844,"Chic PENT HOUSE near LaGuardia airport, 30 to nyc.",95570854,38843,0,0,250,Entire home/apt,2
38845,*Just right budget room :),226339724,38844,4,5,55,Private room,10
38846,Bright 1BR Duplex - Welcome to Bed-Stuy!,6899080,38845,22,321,115,Entire home/apt,1
38847,A Large Private Room in Greenpoint- 15 min to Manh,72512761,38846,29,365,44,Private room,3
38848,Luxury Apartment in Midtown West,51937277,38847,14,272,243,Entire home/apt,1
38849,Comfy Midtown East Getaway,73262360,38848,1,313,290,Entire home/apt,1
38850,Private room (Bee Room) in Bushwick Brownstone,40305031,38849,5,2,65,Private room,2
38851,Private room (Paris Room) in Bushwick Brownstone,40305031,38850,10,0,55,Private room,2
38852,BEAUTIFUL PRIVATE ROOM IN EAST VILLAGE,228321090,38851,20,298,115,Private room,1
38853,La Greka,109843377,38852,0,209,60,Private room,2
38854,Clean + Comfortable Bedroom in West Harlem,228332039,38853,3,357,30,Private room,1
38855,"Lovely 2 BR Skyline View , 5 Min to Manhattan",33320745,38854,4,260,250,Entire home/apt,1
38856,House of Stylez,15377463,38855,0,365,65,Private room,1
38857,Great 1br near Prospect Park,129732248,38856,19,357,120,Entire home/apt,1
38858,MANHATTAN Upper West LUXURY -- for  5. Free Parkng,71276635,38857,22,31,140,Entire home/apt,5
38859,Private Room #2 in Brooklyn,25077909,38858,10,130,50,Private room,2
38860,Cozy room in Doormen/Elev. bldg by Grand Central,24346280,38859,1,365,70,Private room,1
38861,Aziza's Cosy Apartment,59917137,38860,1,365,65,Private room,1
38862,Beautiful bedroom in a 3 bedroom apartment,221645033,38861,1,32,50,Private room,5
38863,Private Room In Brooklyn Community House,35746135,38862,9,365,35,Private room,2
38864,Cozy Brooklyn Bedroom - Close to Manhattan!,226350275,38863,1,365,60,Private room,1
38865,"Ideal UES 1BR w/ Doorman, near Central Park by Blueground",107434423,38864,1,39,245,Entire home/apt,232
38866,2 BR/2BA Modern Apt in Prime TriBeCa Location,65797727,38865,0,365,300,Entire home/apt,1
38867,"""Mi casa es su casa"" Welcome home",224315550,38866,27,309,90,Private room,2
38868,Nolita/SoHo! Location Share! Views! Elevator!,506779,38867,0,27,295,Private room,2
38869,"Huge, Beautiful Apt perfect for Holidays in Harlem",8661991,38868,1,365,200,Entire home/apt,1
38870,Studio in East Williamsburg - Steps to Subway,158970159,38869,1,365,95,Entire home/apt,1
38871,Lou's Palace-So much for so little,228415932,38870,37,231,45,Private room,1
38872,Lovely Aprt. 6 mins walk from Utica Av. Station,210427776,38871,4,365,25,Private room,1
38873,Bushwick Bedroom,228420131,38872,7,330,35,Private room,1
38874,Bright + cozy room in leafy Williamsburg apartment,383623,38873,4,353,50,Private room,1
38875,"Beautiful, comfortable 1bedroom in Hell's Kitchen!",34292000,38874,4,364,150,Entire home/apt,1
38876,Bed in a shared male room,224074972,38875,14,141,30,Shared room,4
38877,Queens Corner Lot,128580688,38876,51,117,150,Entire home/apt,1
38878,South Harlem Share,228437214,38877,48,361,65,Private room,1
38879,"New York City - East Village
Right in The Action!",7544635,38878,0,188,130,Private room,2
38880,Cozy Room for the Holidays in the Heart of Astoria,166794407,38879,0,282,55,Shared room,3
38881,"Cozy, bright Bohemian pad in NYC's Epic Village",214979297,38880,3,361,110,Entire home/apt,1
38882,Private Rooms in Brooklyn,78104160,38881,3,365,40,Private room,1
38883,"Cozy, spacious Studio located on Upper East Side",29411875,38882,3,365,175,Entire home/apt,1
38884,"Clean, Warm, and Comfortable !",228130265,38883,22,283,125,Entire home/apt,1
38885,Charming Studio in the heart of West Village,17618432,38884,3,365,215,Entire home/apt,1
38886,Minimalist Studio in Central Downtown,17040751,38885,0,365,150,Entire home/apt,1
38887,Time Square - DOUBLE DOUBLE ROOM,224414117,38886,17,31,199,Private room,30
38888,Bright room in a newly renovated Apt in Brooklyn,82683774,38887,17,351,45,Private room,1
38889,Room in a Magical Bowery Loft in Nolita,20277431,38888,0,276,220,Private room,1
38890,BIG APPLE - SUNNY  DOUBLE DOUBLE,224414117,38889,10,9,199,Private room,30
38891,Guest Room with 2 beds in Bayridge Brooklyn,148049072,38890,1,286,90,Private room,1
38892,GOTHAM  - DOUBLE DOUBLE,224414117,38891,17,11,199,Private room,30
38893,TIME SQ WEST- COZY DOUBLE DOUBLE,224414117,38892,17,18,199,Private room,30
38894,TIME SQ WEST-COZY KING ROOM,224414117,38893,20,1,179,Private room,30
38895,Apartment in south Williamsburg,96089493,38894,1,365,60,Private room,1
38896,BIG APPLE - COMFY KING ROOM,224414117,38895,18,1,179,Private room,30
38897,MANHATTAN WEST - SUNNY KING ROOM,224414117,38896,16,2,179,Private room,30
38898,MADISON SQ - COZY KING ROOM,224414117,38897,13,4,179,Private room,30
38899,"Beautifully lit, newly renovated bushwick home",284199,38898,0,365,70,Private room,2
38900,"Prime private room,  on bedford ave in a 2Bd apt",1395530,38899,2,32,27,Private room,1
38901,Lux Condo RM near Manhattan & LGA! Laundry + GYM,137358866,38900,0,114,49,Private room,103
38902,Magical Gramercy Apartment,113417140,38901,2,365,200,Entire home/apt,1
38903,Comfortable sweet room near to JFK airport - 8min,222049462,38902,42,278,55,Private room,2
38904,Beautiful large room Manhattan/Roosevelt Island,228524640,38903,1,23,55,Private room,1
38905,Spacious 1 Bedroom Brooklyn Apartment,1627760,38904,1,365,190,Entire home/apt,1
38906,"LXRY BLDG-next to Central Park, Times Sq,SLEEPS 5!",48572835,38905,2,95,300,Entire home/apt,1
38907,Clean apt for 5 close to the city & with free gym,105367031,38906,3,23,125,Entire home/apt,5
38908,Beautiful one bed in the best part of Brooklyn,52575295,38907,3,319,295,Entire home/apt,1
38909,Clean apt for 3 close to the city & with free gym,105367031,38908,2,18,125,Entire home/apt,5
38910,New York Highrise,228536894,38909,2,365,47,Private room,1
38911,Large Bedroom Next to Central Park,31610838,38910,1,365,95,Private room,1
38912,Newly built stylish retreat. A couple's haven...,137358866,38911,1,114,63,Private room,103
38913,Garden apt for 4 near the city & with free gym,105367031,38912,1,18,125,Entire home/apt,5
38914,Gorgeous 2 bedroom condo with a Manhattan skyline,5732940,38913,1,51,225,Entire home/apt,1
38915,Charming 2 Bedroom in Park Slope,3548411,38914,14,54,300,Entire home/apt,1
38916,Super Sunny Room in Calm Bed-Stuy Apartment,47152279,38915,3,365,40,Private room,1
38917,"NY Penthouse in Midtown, Near everything Christmas",209964870,38916,1,365,149,Entire home/apt,1
38918,The Halsey Treehouse,138573840,38917,2,365,90,Private room,1
38919,Fantastic sunny apartment and  10 Min to Manhattan,135060128,38918,35,96,160,Entire home/apt,2
38920,Sky-luxury building 1b1b Main bedroom rental,217642173,38919,3,283,207,Private room,2
38921,NYC Designer 4bedrooms 2bath! PRIVATE PATIO,228552300,38920,19,197,805,Entire home/apt,1
38922,Gorgeous Private Bedroom Madison 2L-4,226410657,38921,1,54,42,Private room,27
38923,Meserole Street,6284535,38922,0,178,63,Private room,1
38924,Private Bedroom in Williamsburg Madison 2L-5,226410657,38923,0,33,42,Private room,27
38925,Amazing Bedroom in Bushwick Madison 3L-3,226410657,38924,1,83,42,Private room,27
38926,Excellent large private room - HK/Columbus Cir,7384820,38925,22,332,115,Private room,1
38927,Great access/2min U can use 5 lines(EFMR7),200239515,38926,0,365,28,Private room,15
38928,"Large, Comfortable 2 Bedroom Apartment",157287318,38927,35,112,275,Entire home/apt,1
38929,"Spacious, Sunny Apartment in Bed Stuy",28060043,38928,2,364,195,Entire home/apt,1
38930,Cozy Brooklyn Room,200055931,38929,0,275,280,Private room,1
38931,Stunning Luxury Priv. Room: Prime Upper East!,184670155,38930,6,365,100,Private room,2
38932,Whole Bedroom in Co-Living Space Madison 3L-4,226410657,38931,1,53,35,Private room,27
38933,"Luxury Building 15 mins from LES
Manhattan",40204585,38932,3,365,180,Entire home/apt,1
38934,Modern Private Bedroom in Stuyvesant Madison 3L-5,226410657,38933,1,19,42,Private room,27
38935,"Lovely  colonial house in Queens, New York.",228567385,38934,6,29,150,Entire home/apt,1
38936,Bedroom in Brooklyn Madison 3R-1,226410657,38935,0,7,42,Private room,27
38937,Luxury Private Bedrm in Williamsburg Madison 3R-2,226410657,38936,0,7,42,Private room,27
38938,"Private Bedroom in Williamsburg, Brooklyn",53186123,38937,19,365,65,Private room,1
38939,Spacious room in heart of Bushwick Madison 3R-3,226410657,38938,0,7,42,Private room,27
38940,Cozy room in Astoria ideal for travelers on budget,220095360,38939,0,365,27,Private room,1
38941,Great Private Bedroom at Great Price Madison 3R-4,226410657,38940,0,39,42,Private room,27
38942,Furnished Bedroom in Brooklyn Madison 2R-1,226410657,38941,1,23,42,Private room,27
38943,Bedroom in heart of Bushwick Madison 2R-2,226410657,38942,0,53,42,Private room,27
38944,Modern Williamsburg Beauty,10458297,38943,0,330,230,Private room,1
38945,Beautiful Bedroom in Stuyvesant Madison 2R-3,226410657,38944,0,22,42,Private room,27
38946,Modern Bedroom in Williamsburg Madison 2R-4,226410657,38945,0,34,42,Private room,27
38947,"Cozy Private Bedroom in NYC ""LES"" Manhattan!",226503876,38946,13,112,60,Private room,2
38948,Times Square Palace,193986289,38947,0,54,3000,Entire home/apt,1
38949,Bright and Cozy Little Spot in Long Island City,8144643,38948,0,365,90,Entire home/apt,1
38950,Brooklyn Comfy Getaway,193963715,38949,2,341,75,Entire home/apt,1
38951,Lovely Apartment in Upper West,209943977,38950,4,365,120,Entire home/apt,1
38952,Comfortable Space in the Center of Brooklyn,1157099,38951,11,365,75,Entire home/apt,1
38953,Midtown Priv. Lux.Room in a Penthouse (only girls),172586583,38952,6,353,110,Private room,1
38954,Spiritual Oasis in the East Village,37254146,38953,1,165,189,Entire home/apt,1
38955,Great for students!,51842673,38954,0,365,725,Shared room,1
38956,Cozy & clean private bedroom. Brooklyn NY,225291555,38955,5,205,55,Private room,2
38957,Original NoHo Loft full of Charm & Character,35352941,38956,0,146,350,Entire home/apt,1
38958,"Affordable, quiet, tasteful bedspace",171198420,38957,39,357,35,Private room,2
38959,ENJOYABLE APT. FOR LONG STAY. 15 MIN. TO MANHATTAN,3229770,38958,6,60,149,Entire home/apt,4
38960,Bedroom in Crown Heights,68039772,38959,1,350,55,Private room,1
38961,Lower East Side Tenement Get Away,27421445,38960,1,365,50,Private room,1
38962,Bed in a shared male room2,224074972,38961,18,173,30,Shared room,4
38963,Private Room in A Family House,228608906,38962,1,3,65,Private room,2
38964,Bxny Yankees,227856882,38963,2,275,99,Private room,1
38965,Mina’s House,228622994,38964,26,365,29,Private room,1
38966,HOLIDAY RENTAL: Great Room Close to Trains!,27664722,38965,2,365,30,Private room,1
38967,"Cozy bedroom in heart of Manhattan, next to Empire",20790185,38966,8,360,90,Shared room,1
38968,☯ Ur Cool & Cozy Chambers ☯,69189948,38967,12,365,50,Private room,3
38969,East village renovated studio,15397994,38968,7,327,175,Entire home/apt,1
38970,Newly renovated with elevator room 1,125961131,38969,44,362,79,Private room,3
38971,Large 2 Bedroom Apt - Close to everything!,84147508,38970,1,365,190,Entire home/apt,1
38972,Beautiful and open apartment in Hamilton Heights,6407054,38971,17,361,34,Shared room,3
38973,"Spacious, Sleeps 10, 2 baths, EAST VILLAGE!",224678494,38972,28,72,443,Entire home/apt,1
38974,2 Bedroom Williamsburg Oasis w/Private Backyard,67727548,38973,9,364,150,Entire home/apt,1
38975,"Cozy yet Spacious 1BR Apt, 25 Min from Manhattan",157219382,38974,1,365,75,Entire home/apt,1
38976,⭐SPRING/SUMMER SALE- LARGE OUTDOOR PATIO⭐,216428022,38975,10,94,299,Entire home/apt,1
38977,Urban Oasis Steps from Central Park,228707670,38976,14,349,112,Entire home/apt,1
38978,Classy welcoming 3-bedroom - 20 Mins to Manhattan,212456912,38977,22,243,125,Entire home/apt,1
38979,New Years  in NYC - in a Gold Star Resort,24552104,38978,0,362,350,Private room,1
38980,"Luxury 4br 2ba, sleeps 12! Blocks from Subway.",224684025,38979,19,28,392,Entire home/apt,1
38981,Naelle studio,218543704,38980,18,190,150,Entire home/apt,1
38982,Beautiful Loft in the Heart of Nolita,14413778,38981,0,365,800,Entire home/apt,2
38983,"Ideally located cozy, quiet apartment",46745791,38982,3,365,145,Entire home/apt,1
38984,"BK. Private entrance, w pool and gym",27668092,38983,7,286,55,Private room,3
38985,Bohemian twist studio,140348326,38984,0,365,80,Entire home/apt,2
38986,Stylized room in Harlem 141 st,566838,38985,30,216,50,Private room,2
38987,Awesome 2 bed apartment in LES,45731391,38986,1,365,195,Entire home/apt,3
38988,Manhattan studio near Central Park & Times Square.,38407262,38987,9,50,115,Entire home/apt,1
38989,Art Life in the City – from Brooklyn to Manhattan,1936796,38988,3,365,72,Private room,2
38990,Private South Williamsburg 1BR,20631010,38989,0,365,180,Entire home/apt,1
38991,Private Chic Midtown 1 BD Apt Theater District,40245658,38990,8,363,264,Entire home/apt,3
38992,Sunny apartment in the heart of Williamsburg,4765019,38991,9,365,150,Entire home/apt,1
38993,LARGE Prospect Lefferts Gardens Bedroom,228750026,38992,0,296,55,Private room,1
38994,Lovely one-bedroom in Hamilton Heights,6407054,38993,8,365,101,Entire home/apt,3
38995,Minimal Bed-stuy Bedroom with Fire Escape,11769840,38994,8,360,70,Private room,2
38996,Spacious apt in Brooklyn Brownstone 1 min to Metro,39523280,38995,30,84,185,Entire home/apt,1
38997,"Global Sanctuary ~ Brooklyn, Entire House",88036082,38996,17,365,125,Entire home/apt,2
38998,Jax Shack,6394831,38997,0,365,100,Private room,1
38999,THE RESIDENCES BY HILTON CLUB (Penthouse Suite),227836627,38998,0,0,699,Private room,1
39000,"Quick walk to Metro, Cleaning, & Great roommates",154981576,38999,0,320,35,Private room,9
39001,Big bright apartment in hip neighborhood,21552055,39000,4,365,150,Entire home/apt,2
39002,Spacious and Cozy Room - Just like Home,162166015,39001,3,176,50,Private room,1
39003,Cozy Brooklyn Apartment,37860219,39002,7,360,250,Entire home/apt,2
39004,⭐$1.6 MILLION CHELSEA FLAT⭐LUXURY AND LOCATION!,227345813,39003,18,222,261,Entire home/apt,1
39005,Room in Astoria,74215453,39004,0,324,100,Private room,1
39006,Cozy Bedroom in renovated Little Italy Walk-up,25043292,39005,0,365,98,Private room,2
39007,Cozy comfortable room,228771058,39006,7,311,52,Private room,1
39008,1 bedroom in newly renovated apartment,67054959,39007,4,309,100,Private room,1
39009,Room in Charming Brooklyn Apartment,37860219,39008,4,358,50,Private room,2
39010,Gorgeous 2 Bed Oasis near Vibrant Prospect Park!,1229653,39009,2,365,90,Entire home/apt,1
39011,"COZY APARTMENT, CLOSE TO MIDTOWN-MANHATTAN.",3229770,39010,7,85,129,Entire home/apt,4
